University,Age,Sex,Year_of_Study,Department_Name,MEQ,Trait_Anxiety,Start_time,PSQI_component_1,Avg_Weekly_Sleep_Duration,Avg_Sleep_Working_days,Avg_sleep_free_days,Daytime_Dozing,Cigarettes_dichotomous,Alcohol_dichotomous,Caffeine_dichotomous,coffee_dichotomous,psqi_2_groups
2,18,2,1,Psychology,20,62,12:00,1,7.78,7.0,9.73,9,1,1,1,2,1
2,19,2,2,Psychology,12,44,10:00,1,5.38,4.5,7.58,5,2,2,1,2,1
2,20,2,2,Psychology,10,65,11:00,1,7.52,6.67,9.67,7,1,2,2,1,1
2,20,2,2,Psychology,10,55,11:00,1,6.86,5.25,9.0,2,2,2,1,2,1
2,19,2,1,Psychology,14,36,11:00,1,7.67,7.0,8.57,4,2,2,2,2,1
2,18,2,1,Psychology,12,58,12:00,2,6.96,6.0,8.25,11,1,2,2,2,2
2,18,1,1,Psychology,17,59,09:00,2,5.99,4.98,8.5,5,1,1,1,2,2
2,20,2,2,Psychology,12,66,10:00,2,5.33,5.33,5.33,4,1,2,2,2,2
2,19,2,3,Psychology,11,30,12:00,0,6.48,5.83,8.08,8,1,1,1,2,1
2,21,2,2,Psychology,15,48,11:00,1,7.25,7.25,7.25,12,1,1,1,2,1
2,18,2,1,Psychology,5,56,11:00,2,7.18,5.75,9.08,9,1,2,1,2,2
2,20,2,2,Psychology,5,54,14:00,3,7.28,6.25,8.65,11,1,2,2,2,2
2,55,1,2,Psychology,21,22,08:00,0,7.71,7.5,8.23,11,1,2,1,1,1
2,18,2,1,Psychology,14,44,10:00,1,7.36,8.5,5.83,12,1,2,1,2,1
2,20,2,2,Psychology,11,45,11:00,1,9.62,8.0,10.83,12,1,1,2,2,1
2,19,2,2,Psychology,14,50,11:00,2,8.39,8.5,8.23,10,1,1,2,1,2
2,21,2,2,Psychology,9,42,11:00,1,8.11,7.75,9.0,8,1,1,2,2,1
2,18,2,1,Psychology,14,49,11:00,2,8.41,7.67,9.4,14,1,2,1,2,2
2,19,1,1,Psychology,7,46,13:00,1,7.67,6.67,8.42,3,1,1,1,2,1
2,19,2,1,Psychology,8,46,11:00,2,5.51,4.65,7.67,3,1,1,1,2,2
2,19,2,1,Psychology,16,46,11:00,2,4.57,3.0,8.5,6,1,1,2,2,2
2,20,2,1,Psychology,14,37,11:00,1,6.05,5.5,7.42,12,1,2,2,2,1
2,19,2,2,Psychology,13,33,11:00,1,6.67,6.17,7.92,6,1,2,1,2,1
2,20,2,2,Psychology,15,45,11:00,2,5.54,5.0,6.9,10,1,2,1,2,2
2,19,2,2,Psychology,13,52,12:00,1,5.3,4.42,7.5,13,1,2,2,2,1
2,20,2,2,Psychology,11,55,12:00,1,6.87,5.92,9.25,6,1,1,1,2,1
2,19,2,2,Psychology,18,59,10:00,1,8.62,7.67,11.0,5,1,2,1,2,1
2,19,1,1,Psychology,14,29,10:00,1,5.7,4.48,8.73,5,1,2,1,2,1
2,18,2,1,Psychology,15,62,10:00,2,5.41,4.82,8.98,2,1,2,1,2,2
2,18,2,1,Psychology,11,53,13:00,2,6.29,6.0,8.0,7,1,2,1,2,2
2,20,2,2,Psychology,11,49,10:00,1,7.32,6.75,8.73,10,1,2,2,2,1
2,19,2,2,Psychology,16,54,11:00,2,6.78,6.5,7.48,0,2,2,1,2,2
2,21,2,2,Psychology,16,50,12:00,1,5.35,4.15,8.33,12,1,2,1,2,1
2,18,2,1,Psychology,15,40,11:00,2,6.64,6.67,6.5,2,1,2,1,2,2
2,20,2,2,Psychology,17,55,10:00,2,7.38,6.67,9.17,6,1,2,1,2,2
2,19,2,2,Psychology,13,43,12:00,1,6.99,5.92,9.67,3,1,2,1,2,1
2,18,2,1,Psychology,7,47,13:00,1,7.75,7.0,8.75,12,1,2,1,2,1
2,20,2,2,Psychology,17,52,09:00,1,7.94,7.08,10.08,8,1,2,1,2,1
2,19,1,1,Psychology,20,20,12:00,0,7.89,8.0,7.75,13,1,2,1,2,1
2,18,2,1,Psychology,10,35,11:00,1,5.42,4.32,8.17,8,1,1,2,2,1
2,18,2,1,Psychology,17,34,11:00,1,7.5,7.0,8.75,3,1,2,2,1,1
2,20,2,2,Psychology,12,60,11:00,3,8.86,9.0,8.5,7,1,1,1,2,2
2,19,2,1,Psychology,9,47,12:00,2,9.17,9.17,9.17,5,1,2,2,2,2
2,19,2,2,Psychology,13,36,11:00,1,7.44,6.83,8.25,10,1,2,1,2,1
2,20,2,2,Psychology,14,43,10:00,1,6.46,6.0,9.23,4,1,1,2,1,1
2,20,2,2,Psychology,11,47,13:00,2,6.08,4.48,10.08,14,1,2,1,2,2
2,21,2,3,Psychology,11,28,11:00,1,8.67,8.67,8.67,6,1,2,1,2,1
2,18,2,1,Psychology,11,34,13:00,1,6.93,7.33,5.92,3,1,2,1,2,1
2,19,2,2,Psychology,11,53,11:00,1,7.39,6.0,9.23,9,1,2,2,2,1
2,20,2,3,Psychology,13,47,10:00,1,3.98,3.33,7.83,6,1,1,1,2,1
2,19,2,2,Psychology,12,43,12:00,1,7.29,7.0,7.5,10,1,2,1,2,1
2,18,2,1,Psychology,11,47,10:00,1,7.21,7.0,7.5,4,1,2,1,2,1
2,20,2,1,Psychology,8,63,11:00,2,6.31,5.17,9.17,7,2,2,2,2,2
2,21,2,2,Psychology,12,48,10:00,2,6.31,5.83,9.17,5,1,2,1,2,2
2,23,2,3,Psychology,16,42,10:00,1,7.65,7.75,7.42,6,1,2,2,2,1
2,20,2,2,Psychology,9,37,13:00,1,6.48,5.5,8.92,7,1,1,2,2,1
2,23,2,1,Psychology,11,45,11:00,1,8.0,8.0,8.0,2,1,2,2,2,1
2,20,2,2,Psychology,14,56,10:00,1,7.74,7.67,8.17,3,1,2,2,2,1
2,19,2,2,Psychology,9,42,13:00,2,8.79,9.0,8.5,9,2,2,1,2,2
2,21,2,3,Psychology,14,46,10:00,1,5.0,5.0,5.0,3,1,1,1,2,1
2,27,2,2,Psychology,18,22,09:00,0,5.95,5.67,6.67,3,1,2,1,2,1
2,20,2,2,Psychology,9,61,11:00,2,8.36,8.0,9.25,9,1,1,1,2,2
2,19,2,2,Psychology,13,34,10:00,0,7.67,7.67,7.67,5,1,2,2,2,1
2,21,2,2,Psychology,8,38,12:00,1,7.43,6.0,8.5,4,1,2,1,2,1
2,19,2,2,Psychology,13,36,10:00,1,7.71,7.0,9.48,6,1,2,1,2,1
2,20,2,2,Psychology,17,26,10:00,0,7.5,7.5,7.5,2,1,1,1,2,1
2,18,2,1,Psychology,10,68,09:00,1,5.54,4.17,8.98,3,2,2,2,2,1
2,33,2,1,Psychology,7,42,10:00,1,7.33,6.67,9.0,8,2,2,1,2,1
2,21,2,2,Psychology,15,48,10:00,0,7.14,7.0,8.0,9,1,2,1,2,1
2,19,2,2,Psychology,15,41,11:00,1,6.26,5.83,7.33,6,1,2,1,2,1
2,19,1,2,Psychology,9,27,11:00,0,8.32,8.25,8.75,8,1,1,2,2,1
2,20,2,2,Psychology,16,70,11:00,1,11.27,11.48,10.75,13,1,1,1,2,1
2,19,2,2,Psychology,11,35,10:00,0,9.24,9.17,9.42,10,1,1,2,2,1
2,22,2,3,Psychology,15,43,10:00,1,7.51,6.33,9.08,8,1,1,1,2,1
1,19,2,1,Psychology,13,33,11:00,2,7.85,7.75,7.92,16,1,2,1,2,2
1,43,2,1,Psychology,11,36,10:00,1,6.9,6.33,7.32,9,1,2,1,2,1
1,22,2,1,Psychology,12,57,11:00,3,9.83,7.17,10.9,16,1,1,1,2,2
1,20,2,1,Psychology,6,23,11:00,3,7.07,4.98,7.42,4,1,1,1,2,2
1,20,1,2,Psychology,10,34,12:00,1,7.75,7.75,7.75,8,1,2,1,2,1
1,19,1,2,Psychology,17,28,11:00,0,7.36,7.0,8.25,10,1,2,1,2,1
1,19,2,2,Psychology,10,48,10:00,1,7.71,7.0,8.25,7,1,2,1,2,1
1,20,1,1,Psychology,14,46,10:00,1,6.6,6.08,7.9,3,1,2,2,2,1
1,22,2,1,Psychology,15,50,11:00,1,8.26,6.83,8.5,12,1,2,1,1,1
1,22,2,1,Psychology,14,37,08:00,0,9.88,8.75,10.07,11,1,1,2,2,1
1,20,2,1,Psychology,6,27,12:00,2,9.67,5.33,12.92,4,2,1,1,2,2
1,19,2,2,Psychology,13,59,11:00,1,9.31,5.5,12.17,13,1,1,1,2,1
1,20,1,1,Psychology,15,44,11:00,1,8.12,6.17,8.9,3,1,1,1,2,1
1,43,2,1,Psychology,11,36,10:00,1,7.13,6.0,7.98,9,1,1,2,2,1
1,22,2,1,Psychology,12,57,11:00,3,6.25,2.92,7.58,16,2,2,2,2,2
1,20,2,1,Psychology,6,23,11:00,3,6.5,6.5,6.5,4,1,1,2,2,2
1,20,1,2,Psychology,10,34,12:00,1,8.18,8.08,8.75,8,1,1,1,2,1
1,19,1,2,Psychology,17,28,11:00,0,6.14,6.0,6.48,10,1,1,1,2,1
1,19,2,2,Psychology,10,48,10:00,1,11.54,11.48,11.58,7,2,2,2,2,1
1,20,1,1,Psychology,14,46,10:00,1,6.71,6.0,8.5,3,1,1,1,2,1
1,22,2,1,Psychology,15,50,11:00,1,8.87,5.67,9.4,12,1,2,2,1,1
2,19,2,2,Psychology,8,61,11:00,1,7.71,7.5,8.25,10,1,2,2,2,1
1,20,1,2,Psychology,8,21,11:00,0,11.83,5.33,12.92,6,2,1,1,2,1
1,20,1,2,Psychology,6,49,11:00,2,8.36,5.5,12.17,10,1,1,1,2,2
1,20,2,2,Psychology,10,38,12:00,1,6.95,6.17,8.9,8,1,1,1,2,1
1,20,2,1,Psychology,13,40,10:00,1,6.0,6.0,6.0,10,1,1,2,2,1
1,22,2,1,Psychology,16,65,10:00,1,4.92,2.92,7.58,11,2,2,2,2,1
1,19,1,1,Psychology,8,35,11:00,1,9.31,7.17,9.67,9,1,2,2,1,1
1,20,2,2,Psychology,13,40,09:00,2,6.5,6.5,6.5,8,1,1,2,2,2
1,20,1,2,Psychology,10,34,11:00,2,8.37,8.08,8.75,8,1,1,1,2,2
1,19,2,2,Psychology,11,48,11:00,1,6.28,6.0,6.48,13,1,1,1,2,1
1,19,2,1,Psychology,12,58,11:00,2,5.73,4.67,8.4,12,1,2,2,2,2
1,21,1,2,Psychology,8,51,10:00,1,4.38,2.67,8.67,8,1,2,1,2,1
1,21,2,2,Psychology,14,36,09:00,1,8.43,4.5,10.0,9,1,2,1,2,1
1,21,1,2,Psychology,9,49,10:00,2,9.56,8.0,10.73,9,1,1,1,2,2
1,18,2,1,Psychology,8,37,12:00,1,8.67,6.17,9.67,7,1,1,1,2,1
1,22,2,2,Psychology,13,46,12:00,2,8.64,8.5,9.5,10,1,1,1,2,2
1,19,2,2,Psychology,14,37,11:00,1,5.2,4.48,9.5,6,1,1,1,2,1
1,19,2,1,Psychology,14,54,12:00,2,7.03,5.07,7.82,15,1,2,2,2,2
